date-time,headline,views,tags,
23/03/2022 - 14:01,Moscow Slams ICC Prosecutor for Requesting Arrest Warrants of S. Ossetian Officials,239,"International Criminal Court,Maria Zakharova,Russo-Georgian war",
22/03/2022 - 19:50,Riverside Oil Depot Sparks Environmental Concerns in Abkhazia,136,"Abkhazia,Georgia",
22/03/2022 - 17:33,"Georgian PM, German Chancellor Hold Phone Talk",104,"Georgian Government,Irakli Garibashvili,Olaf Scholz,War in Ukraine",
25/03/2022 - 17:15,"Ethnicity Law in Force, Abkhaz Speaker Says",235,"Abkhazia,Gali,Russian Occupation,Sokhumi",
26/03/2022 - 12:32,Abkhaz Diplomat Meets Kremlin Officials,179,"Abkhazia,Dmitry Peskov,Georgia,Inal Ardzinba,Kremlin,Russia",
26/03/2022 - 13:15,"Georgian, Armenian Top Diplomats Speak Over the Phone",194,"Ararat Mirzoyan,Armenia,David Zalkaliani,Georgia",
22/03/2022 - 23:20,Georgian President Talks with EU’s Borrell,147,"EUbid,European Union,Georgia,Josep Borrell,Salome Zurabishvili",
23/03/2022 - 01:06,Tskhinvali Rejects to Work with ICC,199,"David Sanakoev,Georgia,Hamlet Guchmazov,International Criminal Court,Mikhail Mindzaev,Tskhinvali Region/South Ossetia",
23/03/2022 - 11:51,Georgia Gets Paxlovid COVID Pills,202,"Covid-19,Georgia,Paxlovid,Pfizer",
23/03/2022 - 12:43,World Bank Approves USD 509 Mln Programs for Georgia,212,"Economy,Georgia,World Bank",
23/03/2022 - 15:19,"CSOs Slam Gov’t over “Vague, Inconsistent Rhetoric” on Ukraine War",209,"Georgia,Georgian Dream,ISFED,Transparency International Georgia",
25/03/2022 - 15:53,"Abkhaz Leader Meets Russia’s Lavrov, Novak in Moscow",236,"Abkhazia,Aslan Bzhania,Georgia",
28/03/2022 - 17:28,Opposition Tsalenjikha Councilor Detained on Fraud Charges,171,"For Georgia,Gela Abuladze,Georgia,State Security Service,მთავარი,საქართველო",
25/03/2022 - 18:32,Georgian Public Broadcaster Accused of Pro-Russian Censorship,365,"Georgia,Georgian Public Broadcaster,Imeda Darsalia,media,Press Freedom",
27/03/2022 - 19:30,Abkhaz Defense Chief Pledges ‘Military Assistance’ to Russia,668,"Abkhazia,Georgia,meta,Ukraine,War in Ukraine",
26/03/2022 - 14:26,Georgia Pledges Instruction in Ukrainian for Refugee Schoolkids,150,"education,Georgia,Russian Occupation,Ukraine,War in Ukraine",
29/03/2022 - 16:05,TI Georgia on Simplified Public Procurement Amid Pandemic,109,"Georgia,public procurement,Transparency International Georgia",
28/03/2022 - 11:09,More S. Ossetian Servicemen Sent to Ukraine,476,"Anatoly Bibilov,Georgia,meta,Tskhinvali Region/South Ossetia,Ukraine,War in Ukraine",
28/03/2022 - 12:06,‘Parliamentary Runoffs’ Held in Abkhazia,250,"Abkhazia,Russian Occupation",
28/03/2022 - 15:48,Georgia Pledges Peaceful De-occupation,319,"Irakli Kobakhidze,Russian Occupation,War in Ukraine",
29/03/2022 - 19:37,NATO Invites Georgia to Foreign Ministerial in April,308,"Georgia,meta,NATO,Ukraine",
29/03/2022 - 12:24,"UNM-Era Defense Minister, Procurement Head Ordered to Pay EUR 5 Mln",172,"Davit Kezerashvili,Defense Ministry of Georgia,Georgia",
28/03/2022 - 19:54,Abkhaz Diplomat Concludes Moscow Trip,141,"Abkhazia,Georgia,headline,Inal Ardzinba",
29/03/2022 - 22:22,"Polish Foreign Minister, OSCE Chair Visits Tbilisi",164,"Georgia,OSCE,Poland,Zbigniew Rau",
29/03/2022 - 13:42,White House Asks $126 Mln Georgia Aid for 2023,189,"Georgia,U.S.-Georgia relations",
29/03/2022 - 16:36,UK Armed Forces Minister Visits Tbilisi,207,"defense minister,Georgia,Juansher Burchuladze,Prime Minister Irakli Garibashvili,United Kingdom",
29/03/2022 - 16:06,Moscow Hails Tbilisi’s ‘Balanced’ Stance on Russia Sanctions,378,"Archil Talakvadze,Georgia,Georgian Dream,Grigory Karasin,Russia,War in Ukraine",
30/03/2022 - 17:00,"Polish FM, OSCE CiO Meets Georgian Leaders",111,"Georgia,Gia Volski,OSCE,Poland,Prime Minister Irakli Garibashvili,Salome Zurabishvili,Zbigniew Rau",
29/03/2022 - 17:26,"Armenian FM Meets Georgian PM, Counterpart in Tbilisi",192,"Armenia,David Zalkaliani,Foreign Minister,Foreign Ministry,Georgia",
29/03/2022 - 18:33,Amnesty on Rights Violations in Georgia,209,"Abkhazia,Amnesty International,Georgia,Labor rights,Tskhinvali Region/South Ossetia",
30/03/2022 - 22:37,"Georgian MP Reports on Fight in Irpin, Ukraine",255,"Aleko Elisashvili,Parliament of Georgia,Russian Occupation,War in Ukraine",
30/03/2022 - 23:14,Papuashvili Discusses Georgia’s EU Bid in Brussels,217,"Didier Reynders,EUbid,European Union,Georgia,Speaker Shalva Papuashvili",
29/03/2022 - 21:05,Georgia’s President Contradicts Government on Diplomatic Appointments,290,"Georgia,Georgian Dream",
30/03/2022 - 13:20,Central Bank Hikes Key Rate to 11%,176,"Central Bank,Economy,Key Rate,National Bank of Georgia",
30/03/2022 - 11:51,"Polish FM, OSCE CiO Meets Georgian Counterpart in Tbilisi",164,"David Zalkaliani,War in Ukraine,Zbigniew Rau",
30/03/2022 - 13:46,Speaker Papuashvili Meets NATO’s Deputy SecGen in Brussels,125,"Brussels,Georgia,Mircea Geoană,Shalva Papuashvili,Speaker Shalva Papuashvili",
30/03/2022 - 17:53,Saudi Economy Minister Meets Georgian PM,179,"Georgia,Prime Minister Irakli Garibashvili,Saudi Arabia",
30/03/2022 - 18:54,GD Chair Claims UNM More Harmful Than Russia-Friendly Alt-Right,209,"Alt-info,Georgia,Georgian Dream,Irakli Kobakhidze,United National Movement",
30/03/2022 - 21:52,Tskhinvali Leader Plans ‘Legal Steps’ for Joining Russia,647,"Anatoly Bibilov,Georgia,Russian Occupation,Tskhinvali Region/South Ossetia,War in Ukraine",
31/03/2022 - 11:44,Georgia’s GDP Up 14.6% in February 2022,100,"Economy,GDP Growth,Georgia,Geostat",
31/03/2022 - 11:14,Moscow Wants Referendum Before Annexing S. Ossetia,793,"Andrei Klimov,Georgia,Russia,Russian Occupation,Tskhinvali Region/South Ossetia",
31/03/2022 - 11:49,Abkhaz Against Joining Russia,426,"Abkhazia,Georgia,Russia,Russian Occupation",
01/04/2022 - 14:55,Georgia in NATO SecGen’s 2021 Report,196,"Jens Stoltenberg,NATO,NATO-Georgia relations",
31/03/2022 - 23:59,COVID-19 in Georgia Live Blog – March 2022 / Archived,19,"Abkhazia,Coronavirus,Georgia,pandemic,Tskhinvali Region/South Ossetia,Vaccination",
01/04/2022 - 15:23,S. Ossetian Servicemen Make Puzzling Retreat from Ukraine,1032,"Anatoly Bibilov,Tskhinvali Region/South Ossetia,War in Ukraine",
03/04/2022 - 23:45,"No Mention of Russia, as Tbilisi Condemns Bucha Massacre",544,"Georgia,Ukraine",
01/04/2022 - 19:06,S. Ossetian Sympathizers of Russian Annexation – List,213,"Anatoly Bibilov,Georgia,Russian Occupation,Tskhinvali Region/South Ossetia",
01/04/2022 - 20:45,Russian Official Speculates Turkey May Help Adjara Secession,785,"Georgia,Russia,Tskhinvali Region/South Ossetia",
04/04/2022 - 16:24,"Georgia Aids Russian Smuggling, Ukraine Claims",506,"Georgia,Georgia-Ukraine relations,Russia,Ukraine",
04/04/2022 - 16:50,Annual Inflation at 11.8% in March  ,138,"Economy,Georgia,Geostat,inflation",
02/04/2022 - 01:57,"Abkhaz, S. Ossetian Volunteer Fighters Killed in Donbas",464,"Abkhazia,Donbas,Donetsk,Russia,Tskhinvali Region/South Ossetia,Ukraine",
03/04/2022 - 13:27,Ruling Party Candidate Wins Rustavi MP By-Elections,138,"By-elections,Gardabani,Georgia,Georgian Dream,Irakli Shatakishvili,Rustavi",
03/04/2022 - 18:14,Georgian Dream Wins Batumi By-election Marred by Violation Claims,220,"Batumi,By-elections,Georgia,Georgian Dream",
05/04/2022 - 01:31,Bibilov to Akhalgorians: Movement to Georgia Proper Will Remain Restricted,195,"Akhalgori,Anatoly Bibilov,Georgia,Odzisi,Tskhinvali Region/South Ossetia",
03/04/2022 - 20:02,"Garibashvili Makes Controversial Remarks on Ukraine, Again",1003,"Irakli Garibashvili,Ukraine,War in Ukraine",
03/04/2022 - 22:35,"Abkhaz Opposition Leader Wants Union State with Russia, Belarus",354,,
04/04/2022 - 11:23,Foreign Minister Zalkaliani Appointed  Ambassador to U.S.,376,"David Zalkaliani,Foreign Ministry,Georgia,U.S.-Georgia relations",
04/04/2022 - 15:19,"Tskhinvali Leader Visits Donetsk, Mariupol",327,"Anatoly Bibilov,Donetsk,Georgia,Tskhinvali Region/South Ossetia,Ukraine",
04/04/2022 - 17:43,Tbilisi Denies Ukraine’s Claims Over Aiding Russian Smuggling,380,"Georgia,Russia sanctions,Ukraine,War in Ukraine",
04/04/2022 - 18:54,European Parliament Report Critical on Georgia’s Association Agreement Implementation,987,"Association Agreement,European Union (EU),Georgia,Georgian Dream",
04/04/2022 - 23:05,Deceased Cameraman Assailants Sentenced Five Years in Jail,126,"Aleksandre Lashkarava,Far-right,Georgia,Press Freedom,TV Pirveli",
05/04/2022 - 02:29,Interior Minister Visits Madrid,117,"Civil Guard of Spain,Georgia,Interior Ministry,Vakhtang Gomelauri",
05/04/2022 - 03:02,Azerbaijani Transport Minister in Tbilisi,141,"Azerbaijan,Black Sea,Caspian Sea,Georgia",
05/04/2022 - 21:06,Tbilisi: Ukrainian Chargé Unable to Back Up Smuggling Claims,273,"Andrii Kasianov,Foreign Ministry of Georgia,Georgia-Ukraine relations,War in Ukraine",
05/04/2022 - 13:23,State Dept on Claims of Georgia Aiding Russia Smuggling,305,"Ned Price,U.S. State Department,War in Ukraine",
05/04/2022 - 12:19,Georgia Asks Ukraine for Evidence on Russia Smuggling Claim,306,"Georgia,State Security Service of Georgia,Ukraine-Georgia relations,War in Ukraine",
06/04/2022 - 15:15,Georgian Dream Accuses Ukraine Officials of Hybrid War,469,"Georgian Dream,Mamuka Mdinaradze,Ukraine-Georgia relations,War in Ukraine",
05/04/2022 - 15:59,In Quotes | Political Reactions to Claims of Georgia Aiding Russia Smuggling,214,"Georgia-Ukraine relations,Russia,War in Ukraine",
05/04/2022 - 14:44,Court Convicts 14 in July Media Attacks,133,"Homophobic Pogroms,July 5 Violence,Tbilisi City Court",
05/04/2022 - 17:07,Georgia’s Parliament Speaker Visits Yerevan,108,"Armenia,Armenia-Georgia Relations,Parliament of Georgia,Shalva Papuashvili",
05/04/2022 - 19:25,"Bibilov on Two Referendums, Unlikely ‘Provocations’ from Tbilisi",351,"Anatoly Bibilov,Georgia,Russian Occupation,Tskhinvali Region/South Ossetia",
05/04/2022 - 19:56,"GD, Opposition on New Report Critical of AA Implementation",172,"Davit Usupashvili,European Union,Georgia,Iago Khvichia,Irakli Kobakhidze,Khatia Dekanoidze",
06/04/2022 - 12:42,Seven More Sentenced over July 5 Violence,152,"Far-right,Homophobic Pogroms,July 5 Violence",
06/04/2022 - 14:06,"UK MPs Meet Georgian PM, Lawmakers",98,"Irakli Garibashvili,Irakli Kobakhidze,Khatia Dekanoidze,UK",
06/04/2022 - 16:59,Georgian Speaker Meets Armenian Leaders,113,"Armenia-Georgia Relations,Nikol Pashinyan,Parliament Speaker,Shalva Papuashvili",
06/04/2022 - 17:34,New Georgian FM Meets EU’s Borrell in Brussels,134,"EU-Georgia relations,European Union,Foreign Minister,Ilia Darchiashvli,Josep Borrell",
08/04/2022 - 19:48,Zurabishvili Denounces ‘Brutal Russian Atrocity’ in Kramatorsk,164,"President of Georgia,Salome Zurabishvili,War in Ukraine",
08/04/2022 - 21:46,Georgia’s Parliament Speaker Rejects Bucha Invitation,376,"Bucha,Georgia,Georgian Parliament,Ukraine,Ukraine-Georgia relations",
08/04/2022 - 12:11,Georgia Votes to Suspend Russia from UN HRC,145,"Georgia,United Nations,War in Ukraine",
08/04/2022 - 13:55,"Georgia Not Helping Russia Evade Sanctions, Says PM",257,"Georgia,Irakli Garibashvili,Russia sanctions,Ukraine,War in Ukraine",
08/04/2022 - 14:59,Abkhazia Unveils New Measures over Growing Economic Concerns,253,"Abkhazia,Georgia,Russia,Russia sanctions,Russian Occupation",
08/04/2022 - 15:28,10 Shortlisted For Public TV Board,82,"Georgian Public Broadcaster,Parliament of Georgia",
08/04/2022 - 16:28,Two Detained Over Assault on Mtavari Arkhi TV Crew,82,"Media Freedom,Mtavari Arkhi TV,Special Investigation Service",
08/04/2022 - 16:31,"Lithuania MPs Slam Georgian Govt Over Ukraine Rhetoric, Russia, Stalin",373,"European Union,Georgian Dream,Lithuania,NATO,Russian Occupation,War in Ukraine",
08/04/2022 - 17:16,Georgian FM Concludes Brussels Trip,103,"Brussels,Canada,Georgia,Japan,Mélanie Joly,Yoshimasha Hayashi",
08/04/2022 - 23:35,Russian Officials Launch Annexation Campaign in Tskhinvali,661,"Anatoly Bibilov,Georgia,Russia,Russian Occupation,Tskhinvali Region/South Ossetia",
09/04/2022 - 12:16,Tskhinvali Leadership Hopeful Shows Cautious Stance on Annexation,355,"Alan Gagloev,Georgia,Russian annexation,Russian Occupation,Tskhinvali Region/South Ossetia",
09/04/2022 - 13:19,Abkhazia Activists Appeal to “Stop Bloodshed in Ukraine”,351,"Abkhazia,Georgia,Russia,War in Ukraine",
09/04/2022 - 17:25,"Georgia Remembers Soviet Massacre of April 9, 1989",977,"April 9,Georgia,Russia,Soviet Union,Tbilisi Massacre,საქართველო",
10/04/2022 - 02:53,"President Reaffirms Commitment to Peace in Abkhazia, S. Ossetia",265,"Abkhazia,Russian Occupation,Salome Zurabishvili,Tskhinvali Region/South Ossetia",
09/04/2022 - 14:25,Bibilov Wishes for Soviet Union,271,"Anatoly Bibilov,Georgia,Tskhinvali Region/South Ossetia",
10/04/2022 - 23:34,Tbilisi Condemns Tskhinvali Polls,165,"Georgia,Russia,Russian Occupation,Tskhinvali Region/South Ossetia",
11/04/2022 - 00:35,Reports: Runoff Expected in S. Ossetia,274,"Georgia,Tskhinvali Region/South Ossetia",
11/04/2022 - 01:09,Bibilov Talks Runoffs,230,"Anatoly Bibilov,Georgia,Russian Occupation,Tskhinvali Region/South Ossetia",
11/04/2022 - 03:28,‘Major Concern’ if Le Pen Wins – Georgia’s President,196,"Emmanuel Macron,France,Georgia,Marine Le Pen,Salome Zurabishvili",
11/04/2022 - 03:50,"EU, U.S. Say S. Ossetia Polls Illegitimate",286,"European Union,Georgia,Russian Occupation,Tskhinvali Region/South Ossetia,United States",
11/04/2022 - 12:46,Opposition Candidate Takes Lead in First Round of S. Ossetia Polls,416,"Alan Gagloev,Anatoly Bibilov,Russian Occupation,Tskhinvali Region/South Ossetia",
11/04/2022 - 04:28,Two More Georgian Fighters Killed in Ukraine,422,"Georgia,Russia,Ukraine,War in Ukraine",
11/04/2022 - 12:32,Rada Speaker on Papuashvili’s Refusal to Visit Bucha,197,"Parliament of Georgia,Ruslan Stefanchuk,Shalva Papuashvili,Ukraine-Georgia relations,Verkhovna Rada",
11/04/2022 - 14:45,Georgia Receives EU Membership Questionnaire,1125,"EU-Georgia relations,Ilia Darchiashvili",
11/04/2022 - 18:33,Zurabishvili Calls for Unity as Georgia Receives EU Questionnaire,258,"EU-Georgia relations,Georgia,Salome Zurabishvili",
11/04/2022 - 17:54,Russia Threatens Critical Georgian Press Over War Coverage,550,"Media Freedom,Netgazeti,Roskomnadzor,War in Ukraine",
12/04/2022 - 20:27,Key Law for Govt-President Dispute Clears First Hurdle,160,"Parliament of Georgia,Salome Zurabishvili",
11/04/2022 - 20:44,Abkhaz Activists Pressured Over Ukraine Appeal – Report,246,"Abkhazia,Aslan Bzhania,Georgia,Russian Occupation,War in Ukraine",
11/04/2022 - 18:56,"Georgian, Moldovan FMs Meet in Luxembourg",139,"EU-Georgia relations,Ilia Darchiashvili,Nicu Popescu",
11/04/2022 - 20:47,"MEPs Meet Georgian Leaders, Lawmakers",224,"EU-Georgia relations,European Parliament",
12/04/2022 - 12:23,GD Lists Conditions for High-Level Ukraine Visit,355,"Georgian Dream,Irakli Kobakhidze,Ukraine-Georgia relations,War in Ukraine",
12/04/2022 - 16:40,106th IPRM Meeting Held in Ergneti,176,"IPRM Ergneti,Russian Occupation,State Security Service,Tskhinvali Region/South Ossetia",
12/04/2022 - 16:48,New Abkhaz Legislature Elects Speaker,186,"Abkhazia,Georgia,Lasha Ashuba",
12/04/2022 - 17:30,Audit Unveils Dubious Transactions by Gori Municipal Hall-Run Body,116,"Gori,State Audit Office,State Security Service",
15/04/2022 - 14:08,Gov’t to Publish EU Questionnaire,194,"EU Questionnaire,Foreign Ministry,Government of Georgia,Ilia Darchiashvili",
15/04/2022 - 17:00,Georgia’s EU Questionnaire Made Public,1426,"EU integration,EU Questionnaire,EU-Georgia relations",
15/04/2022 - 17:41,Security Service: UNM Plans Attacking Georgian Delegation in Ukraine,218,"Georgian Dream,Gia Volski,Petre Tsiskarishvili,State Security Service of Georgia,United National Movement",
15/04/2022 - 18:49,Georgia’s Multi-Party Delegation Finally Leaves for Ukraine,186,"Georgia,Ukraine-Georgia relations,War in Ukraine",
15/04/2022 - 18:55,Georgian Economy Minister Meets Azerbaijan’s Aliyev,166,"Azerbaijan,Economy,Georgia",
15/04/2022 - 20:59,"Top Georgian, Ukrainian Diplomats Speak Over the Phone",153,"Dmytro Kuleba,Georgia,Ilia Darchiashvili,Ukraine,War in Ukraine",
16/04/2022 - 23:42,"Georgia’s Parliamentary Delegation Visits Bucha, Irpin",326,"Bucha,Georgia,Kyiv,Parliament of Georgia,Shalva Papuashvili,Ukraine",
16/04/2022 - 22:06,Three More Georgian Fighters Killed in Ukraine Today,375,"Georgia,Ukraine,War in Ukraine",
18/04/2022 - 11:50,One Dies in Chiatura Mine Accident,112,"Chiatura,Georgian Trade Unions Confederation,Mining accident",
18/04/2022 - 12:30,"Senaki Infantry Serviceman Committed Suicide, Defense Ministry Says",132,"defense ministry,Georgian Defense Forces,Second Infantry Brigade,Senaki",
18/04/2022 - 14:34,Lawmakers Sum Up Joint Trip to Ukraine,199,"Ana Natsvlishvili,Citizens party,Georgian Dream,Lelo,Levan Ioseliani,Ruslan Stefanchuk,Shalva Papuashvili,War in Ukraine",
18/04/2022 - 16:40,New “Defense Minister” Appointed in Tskhinvali,168,"Anatoly Bibilov,Russian Occupation,Tskhinvali Region/South Ossetia,Vladimir Pukhaev",
18/04/2022 - 18:36,Georgian MP Returns from Ukraine War,226,"Alexander Elisashvili,Georgia,Ukraine",
18/04/2022 - 19:11,State Security Service Issues 2021 Report,308,"Russian Occupation,State Security Service",
18/04/2022 - 19:49,"Journalists, Injured During July Homophobic Violence, Sue Police",152,"CSOs,Far-right,Georgia,Homophobic Pogroms,media,Press Freedom",
19/04/2022 - 12:13,Georgia’s Foreign Trade Up 37.9% in January-March 2022,311,"Economy,External Merchandise Trade,Foreign Trade",
19/04/2022 - 12:35,Policeman Detained for Negligent Manslaughter,132,"Police,Special Investigation Service",
19/04/2022 - 14:08,"UNM Leaders, Ex-President Margvelashvili Visit Ukraine",222,"Eka Kherkheulidze,Giorgi Margvelashvili,Koba Nakopia,Nika Melia,United National Movement,War in Ukraine",
19/04/2022 - 15:05,Georgian Citizen Released from Tskhinvali Prison,154,"Georgia,Russian Occupation,State Security Service of Georgia,Tskhinvali Region/South Ossetia",
19/04/2022 - 16:24,Probe Launched as Man “Jumps” From Police Station,152,"Interior Ministry,Police,Special Investigation Service,საქართველო",
19/04/2022 - 17:25,U.S. Congress Delegation to Visit Georgia,262,"U.S. Congress,U.S. House of Representatives,U.S. Senate",
19/04/2022 - 19:10,Azerbaijan’s National Assembly Speaker Visits Tbilisi,166,"Azerbaijan,Irakli Garibashvili,Parliament of Georgia,Sahiba Gafarova,Shalva Papuashvili",
20/04/2022 - 13:57,NATO’s Appathurai Meets Georgia’s Parliamentary Defense Committee,203,"James Appathurai,NATO-Georgia relations,Parliament of Georgia",
20/04/2022 - 17:43,Georgian Rightsholders Association Accused of Aiding Russia Sanctions Evasion,199,"Russia sanctions,War in Ukraine",
